Code,"License Type","Indicator Name","Short definition","Long definition","Source","Topic","Periodicity","Aggregation method","Statistical concept and methodology","Development relevance","Limitations and exceptions","General comments","Notes from original source","License URL"
CM.MKT.LCAP.GD.ZS,"CC BY-4.0","Market capitalization of listed domestic companies (% of GDP)","","Market capitalization (also known as market value) is the share price times the number of shares outstanding (including their several classes) for listed domestic companies. Investment funds, unit trusts, and companies whose only business goal is to hold shares of other listed companies are excluded. Data are end of year values.","World Federation of Exchanges database.","Financial Sector: Capital markets","Annual","Weighted average","Market capitalization figures include: shares of listed domestic companies; shares of foreign companies which are exclusively listed on an exchange (i.e., the foreign company is not listed on any other exchange); common and preferred shares of domestic companies; and shares without voting rights. Market capitalization figures exclude: collective investment funds ; rights, warrants, ETFs, convertible instruments ; options, futures ; foreign listed shares other than exclusively listed ones; companies whose only business goal is to hold shares of other listed companies, such as holding companies and investment companies, regardless of their legal status; and companies admitted to trading (i.e., companies whose shares are traded at the exchange but not listed at the exchange).","Stock market size can be measured in various ways, and each may produce a different ranking of countries.

The development of an economy's financial markets is closely related to its overall development. Well-functioning financial systems provide good and easily accessible information which can lower transaction costs and subsequently improve resource allocation and boosts economic growth. Both banking systems and stock markets enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient relative to domestic banks.

Open economies with sound macroeconomic policies, good legal systems, and shareholder protection attract capital and therefore have larger financial markets. Recent research on stock market development shows that modern communications technology and increased financial integration have resulted in more cross-border capital flows, a stronger presence of financial firms around the world, and the migration of stock exchange activities to international exchanges. Many firms in emerging markets now cross-list on international exchanges, which provides them with lower cost capital and more liquidity-traded shares. However, this also means that exchanges in emerging markets may not have enough financial activity to sustain them, putting pressure on them to rethink their operations.","Data cover measures of size (market capitalization, number of listed domestic companies) and liquidity (value of shares traded as a percentage of gross domestic product, value of shares traded as a percentage of market capitalization). The comparability of such data across countries may be limited by conceptual and statistical weaknesses, such as inaccurate reporting and differences in accounting standards.","Stock market data were previously sourced from Standard & Poor's until they discontinued their "Global Stock Markets Factbook" and database in April 2013. Time series have been replaced in December 2015 with data from the World Federation of Exchanges and may differ from the previous S&P definitions and methodology.","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.IMM.MEAS,"CC BY-4.0","Immunization, measles (% of children ages 12-23 months)","","Child immunization, measles, measures the percentage of children ages 12-23 months who received the measles vaccination before 12 months or at any time before the survey. A child is considered adequately immunized against measles after receiving one dose of vaccine.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).","Health: Disease prevention","Annual","Weighted average","Governments in developing countries usually finance immunization against measles and diphtheria, pertussis (whooping cough), and tetanus (DTP) as part of the basic public health package. The data shown here are based on an assessment of national immunization coverage rates by the WHO and UNICEF. The assessment considered both administrative data from service providers and household survey data on children's immunization histories. Based on the data available, consideration of potential biases, and contributions of local experts, the most likely true level of immunization coverage was determined for each year.","","In many developing countries a lack of precise information on the size of the cohort of one-year-old children makes immunization coverage difficult to estimate from program statistics.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.IMM.HEPB,"CC BY-4.0","Immunization, HepB3 (% of one-year-old children)","","Child immunization rate, hepatitis B is the percentage of children ages 12-23 months who received hepatitis B vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized after three doses.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).","Health: Disease prevention","Annual","Weighted average","Governments in developing countries usually finance immunization against measles and diphtheria, pertussis (whooping cough), and tetanus (DTP) as part of the basic public health package. The data shown here are based on an assessment of national immunization coverage rates by the WHO and UNICEF. The assessment considered both administrative data from service providers and household survey data on children's immunization histories. Based on the data available, consideration of potential biases, and contributions of local experts, the most likely true level of immunization coverage was determined for each year.","","In many developing countries a lack of precise information on the size of the cohort of one-year-old children makes immunization coverage difficult to estimate from program statistics.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.IMM.IDPT,"CC BY-4.0","Immunization, DPT (% of children ages 12-23 months)","","Child immunization, DPT, measures the percentage of children ages 12-23 months who received DPT vaccinations before 12 months or at any time before the survey. A child is considered adequately immunized against diphtheria, pertussis (or whooping cough), and tetanus (DPT) after receiving three doses of vaccine.","WHO and UNICEF (http://www.who.int/immunization/monitoring_surveillance/en/).","Health: Disease prevention","Annual","Weighted average","Governments in developing countries usually finance immunization against measles and diphtheria, pertussis (whooping cough), and tetanus (DTP) as part of the basic public health package. The data shown here are based on an assessment of national immunization coverage rates by the WHO and UNICEF. The assessment considered both administrative data from service providers and household survey data on children's immunization histories. Based on the data available, consideration of potential biases, and contributions of local experts, the most likely true level of immunization coverage was determined for each year.","","In many developing countries a lack of precise information on the size of the cohort of one-year-old children makes immunization coverage difficult to estimate from program statistics.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
GC.DOD.TOTL.GD.ZS,"CC BY-4.0","Central government debt, total (% of GDP)","","Debt is the entire stock of direct government fixed-term contractual obligations to others outstanding on a particular date. It includes domestic and foreign liabilities such as currency and money deposits, securities other than shares, and loans. It is the gross amount of government liabilities reduced by the amount of equity and financial derivatives held by the government. Because debt is a stock rather than a flow, it is measured as of a given date, usually the last day of the fiscal year.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates.","Public Sector: Government finance: Deficit & financing","Annual","Weighted average","The IMF's Government Finance Statistics Manual 2014, harmonized with the 2008 SNA, recommends an accrual accounting method, focusing on all economic events affecting assets, liabilities, revenues, and expenses, not just those represented by cash transactions. It accounts for all changes in stocks, so stock data at the end of an accounting period equal stock data at the beginning of the period plus flows over the period. The 1986 manual considered only debt stocks.

Government finance statistics are reported in local currency. Many countries report government finance data by fiscal year; see country metadata for information on fiscal year end by country.","","For most countries central government finance data have been consolidated into one account, but for others only budgetary central government accounts are available. Countries reporting budgetary data are noted in the country metadata. Because budgetary accounts may not include all central government units (such as social security funds), they usually provide an incomplete picture. In federal states the central government accounts provide an incomplete view of total public finance.

Data on government revenue and expense are collected by the IMF through questionnaires to member countries and by the Organisation for Economic Co-operation and Development (OECD). Despite IMF efforts to standardize data collection, statistics are often incomplete, untimely, and not comparable across countries.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
FI.RES.TOTL.DT.ZS,"CC BY-4.0","Total reserves (% of total external debt)","","International reserves to total external debt stocks.","World Bank, International Debt Statistics.","Economic Policy & Debt: Balance of payments: Reserves & other items","Annual","Weighted average","","","","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
GC.TAX.TOTL.GD.ZS,"CC BY-4.0","Tax revenue (% of GDP)","","Tax revenue refers to compulsory transfers to the central government for public purposes. Certain compulsory transfers such as fines, penalties, and most social security contributions are excluded. Refunds and corrections of erroneously collected tax revenue are treated as negative revenue.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates.","Public Sector: Government finance: Revenue","Annual","Weighted average","The IMF's Government Finance Statistics Manual 2014, harmonized with the 2008 SNA, recommends an accrual accounting method, focusing on all economic events affecting assets, liabilities, revenues, and expenses, not just those represented by cash transactions. It accounts for all changes in stocks, so stock data at the end of an accounting period equal stock data at the beginning of the period plus flows over the period. The 1986 manual considered only debt stocks.

Government finance statistics are reported in local currency. Many countries report government finance data by fiscal year; see country metadata for information on fiscal year end by country.","","For most countries central government finance data have been consolidated into one account, but for others only budgetary central government accounts are available. Countries reporting budgetary data are noted in the country metadata. Because budgetary accounts may not include all central government units (such as social security funds), they usually provide an incomplete picture. In federal states the central government accounts provide an incomplete view of total public finance.

Data on government revenue and expense are collected by the IMF through questionnaires to member countries and by the Organisation for Economic Co-operation and Development (OECD). Despite IMF efforts to standardize data collection, statistics are often incomplete, untimely, and not comparable across countries.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
GC.REV.XGRT.GD.ZS,"CC BY-4.0","Revenue, excluding grants (% of GDP)","","Revenue is cash receipts from taxes, social contributions, and other revenues such as fines, fees, rent, and income from property or sales. Grants are also considered as revenue but are excluded here.","International Monetary Fund, Government Finance Statistics Yearbook and data files, and World Bank and OECD GDP estimates.","Public Sector: Government finance: Revenue","Annual","Weighted average","The IMF's Government Finance Statistics Manual 2014, harmonized with the 2008 SNA, recommends an accrual accounting method, focusing on all economic events affecting assets, liabilities, revenues, and expenses, not just those represented by cash transactions. It accounts for all changes in stocks, so stock data at the end of an accounting period equal stock data at the beginning of the period plus flows over the period. The 1986 manual considered only debt stocks.

Government finance statistics are reported in local currency. Many countries report government finance data by fiscal year; see country metadata for information on fiscal year end by country.","","For most countries central government finance data have been consolidated into one account, but for others only budgetary central government accounts are available. Countries reporting budgetary data are noted in the country metadata. Because budgetary accounts may not include all central government units (such as social security funds), they usually provide an incomplete picture. In federal states the central government accounts provide an incomplete view of total public finance.

Data on government revenue and expense are collected by the IMF through questionnaires to member countries and by the Organisation for Economic Co-operation and Development (OECD). Despite IMF efforts to standardize data collection, statistics are often incomplete, untimely, and not comparable across countries.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.BRTW.ZS,"CC BY-4.0","Low-birthweight babies (% of births)","","Low-birthweight babies are newborns weighing less than 2,500 grams, with the measurement taken within the first hours of life, before significant postnatal weight loss has occurred.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys.","Health: Nutrition","Annual","Weighted average","","Low birth-weight, which is associated with maternal malnutrition, raises the risk of infant mortality and stunts growth in infancy and childhood. There is also emerging evidence that low-birth-weight babies are more prone to non-communicable diseases such as diabetes and cardiovascular diseases. Low birth-weight can arise as a result of a baby being born too soon or too small for gestational age. Babies born prematurely, who are also small for their gestational age, have the worst prognosis.

In low- and middle-income countries low birth-weight stems primarily from poor maternal health and nutrition. Three factors have the most impact: poor maternal nutritional status before conception, mother's short stature (due mostly to under-nutrition and infections during childhood), and poor nutrition during pregnancy (United Nations Children's Fund [UNICEF], www.childinfo.org).","Estimates of low-birth-weight infants are drawn mostly from hospital records and household surveys. Many births in developing countries take place at home and are seldom recorded. A hospital birth may indicate higher income and therefore better nutrition, or it could indicate a higher risk birth. Caution should therefore be used in interpreting the data.

For the data from household surveys, the year refers to the survey year. For more information, consult the original sources.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.MALN.ZS,"CC BY-4.0","Prevalence of underweight, weight for age (% of children under 5)","","Prevalence of underweight children is the percentage of children under age 5 whose weight for age is more than two standard deviations below the median for the international reference population ages 0-59 months. The data are based on the WHO's child growth standards released in 2006.","UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.","Health: Nutrition","Annual","Linear mixed-effect model estimates","","","","Undernourished children have lower resistance to infection and are more likely to die from common childhood ailments such as diarrheal diseases and respiratory infections. Frequent illness saps the nutritional status of those who survive, locking them into a vicious cycle of recurring sickness and faltering growth (UNICEF, www.childinfo.org). Estimates of child malnutrition, based on prevalence of underweight and stunting, are from national survey data. The proportion of underweight children is the most common malnutrition indicator. Being even mildly underweight increases the risk of death and inhibits cognitive development in children. And it perpetuates the problem across generations, as malnourished women are more likely to have low-birth-weight babies. Stunting, or being below median height for age, is often used as a proxy for multifaceted deprivation and as an indicator of long-term changes in malnutrition.","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.OWGH.ZS,"CC BY-4.0","Prevalence of overweight, weight for height (% of children under 5)","","Prevalence of overweight children is the percentage of children under age 5 whose weight for height is more than two standard deviations above the median for the international reference population of the corresponding age as established by the WHO's new child growth standards released in 2006.","UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.","Health: Nutrition","Annual","Linear mixed-effect model estimates","","","","Estimates of overweight children are also from national survey data. Once considered only a high-income economy problem, overweight children have become a growing concern in developing countries. Research shows an association between childhood obesity and a high prevalence of diabetes, respiratory disease, high blood pressure, and psychosocial and orthopedic disorders (de Onis and Blössner 2003). Childhood obesity is associated with a higher chance of obesity, premature death, and disability in adulthood. In addition to increased future risks, obese children experience breathing difficulties and increased risk of fractures, hypertension, early markers of cardiovascular disease, insulin resistance, and psychological effects. Children in low- and middle-income countries are more vulnerable to inadequate nutrition before birth and in infancy and early childhood. Many of these children are exposed to high-fat, high-sugar, high-salt, calorie-dense, micronutrient-poor foods, which tend be lower in cost than more nutritious foods. These dietary patterns, in conjunction with low levels of physical activity, result in sharp increases in childhood obesity, while under-nutrition continues","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.SVR.WAST.ZS,"CC BY-4.0","Prevalence of severe wasting, weight for height (% of children under 5)","","Prevalence of severe wasting is the proportion of children under age 5 whose weight for height is more than three standard deviations below the median for the international reference population ages 0-59.","UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.","Health: Nutrition","Annual","Linear mixed-effect model estimates","","","","Undernourished children have lower resistance to infection and are more likely to die from common childhood ailments such as diarrheal diseases and respiratory infections. Frequent illness saps the nutritional status of those who survive, locking them into a vicious cycle of recurring sickness and faltering growth (UNICEF, www.childinfo.org). Estimates of child malnutrition, based on prevalence of underweight and stunting, are from national survey data. The proportion of underweight children is the most common malnutrition indicator. Being even mildly underweight increases the risk of death and inhibits cognitive development in children. And it perpetuates the problem across generations, as malnourished women are more likely to have low-birth-weight babies. Stunting, or being below median height for age, is often used as a proxy for multifaceted deprivation and as an indicator of long-term changes in malnutrition.","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.WAST.ZS,"CC BY-4.0","Prevalence of wasting, weight for height (% of children under 5)","","Prevalence of wasting is the proportion of children under age 5 whose weight for height is more than two standard deviations below the median for the international reference population ages 0-59.","UNICEF, WHO, World Bank: Joint child malnutrition estimates (JME). Aggregation is based on UNICEF, WHO, and the World Bank harmonized dataset (adjusted, comparable data) and methodology.","Health: Nutrition","Annual","Linear mixed-effect model estimates","","","","Undernourished children have lower resistance to infection and are more likely to die from common childhood ailments such as diarrheal diseases and respiratory infections. Frequent illness saps the nutritional status of those who survive, locking them into a vicious cycle of recurring sickness and faltering growth (UNICEF, www.childinfo.org). Estimates of child malnutrition, based on prevalence of underweight and stunting, are from national survey data. The proportion of underweight children is the most common malnutrition indicator. Being even mildly underweight increases the risk of death and inhibits cognitive development in children. And it perpetuates the problem across generations, as malnourished women are more likely to have low-birth-weight babies. Stunting, or being below median height for age, is often used as a proxy for multifaceted deprivation and as an indicator of long-term changes in malnutrition.","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.TRAF.P5,"CC BY-4.0","Mortality caused by road traffic injury (per 100,000 people)","","Mortality caused by road traffic injury is estimated road traffic fatal injury deaths per 100,000 population.","World Health Organization, Global Status Report on Road Safety 2018 through Global Health Observatory data repository.","Health: Mortality","Annual","Weighted average","","","","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.MMRT.NE,"CC BY-4.0","Maternal mortality ratio (national estimate, per 100,000 live births)","","Maternal mortality ratio is the number of women who die from pregnancy-related causes while pregnant or within 42 days of pregnancy termination per 100,000 live births.","UNICEF, State of the World's Children, Childinfo, and Demographic and Health Surveys.","Health: Reproductive health","Annual","","Reproductive health is a state of physical and mental well-being in relation to the reproductive system and its functions and processes. Means of achieving reproductive health include education and services during pregnancy and childbirth, safe and effective contraception, and prevention and treatment of sexually transmitted diseases. Complications of pregnancy and childbirth are the leading cause of death and disability among women of reproductive age in developing countries.

Maternal mortality ratios are generally of unknown reliability, as are many other cause-specific mortality indicators. Household surveys such as Demographic and Health Surveys attempt to measure maternal mortality by asking respondents about survivorship of sisters. The main disadvantage of this method is that the estimates of maternal mortality that it produces pertain to any time within the past few years before the survey, making them unsuitable for monitoring recent changes or observing the impact of interventions. In addition, measurement of maternal mortality is subject to many types of errors. Even in high-income countries with reliable vital registration systems, misclassification of maternal deaths has been found to lead to serious underestimation.

The national estimates of maternal mortality ratios are based on national surveys, vital registration records, and surveillance data or are derived from community and hospital records.","","Maternal mortality ratios are generally of unknown reliability, as are many other cause-specific mortality indicators. The ratios cannot be assumed to provide an exact estimate of maternal mortality.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.AIRP.P5,"CC BY-4.0","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","","Mortality rate attributed to household and ambient air pollution is the number of deaths attributable to the joint effects of household and ambient air pollution in a year per 100,000 population. The rates are age-standardized.  Following diseases are taken into account: acute respiratory infections (estimated for all ages); cerebrovascular diseases in adults (estimated above 25 years); ischaemic heart diseases in adults (estimated above 25 years); chronic obstructive pulmonary disease in adults (estimated above 25 years); and lung cancer in adults (estimated above 25 years).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).","Health: Mortality","Annual","Weighted average","","Air pollution is one of the biggest environmental risks to health.  According to the World Health Organization, the combined effects of ambient (outdoor) and household air pollution cause about 7 million premature deaths every year.  Most deaths occur due to increased mortality from stroke, heart disease, chronic obstructive pulmonary disease, lung cancer and acute respiratory infections.  The majority of the burden is borne by populations in low and middle income countries.","Estimates of the joint effects of air pollution are constrained by limited knowledge on the distribution of the population exposed to both household and ambient air pollution, correlation of exposures at individual level as household air pollution is a contributor to ambient air pollution, and non-linear interactions","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.SUIC.P5,"CC BY-4.0","Suicide mortality rate (per 100,000 population)","","Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).","Health: Mortality","Annual","Weighted average","","","","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.SUIC.FE.P5,"CC BY-4.0","Suicide mortality rate, female (per 100,000 female population)","","Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).","Health: Mortality","Annual","Weighted average","","","","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.STA.SUIC.MA.P5,"CC BY-4.0","Suicide mortality rate, male (per 100,000 male population)","","Suicide mortality rate is the number of suicide deaths in a year per 100,000 population. Crude suicide rate (not age-adjusted).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).","Health: Mortality","Annual","Weighted average","","","","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.DYN.NMRT,"CC BY-4.0","Mortality rate, neonatal (per 1,000 live births)","","Neonatal mortality rate is the number of neonates dying before reaching 28 days of age, per 1,000 live births in a given year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.","Health: Mortality","Annual","Weighted average","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.","Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.","Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries.","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SP.DYN.IMRT.IN,"CC BY-4.0","Mortality rate, infant (per 1,000 live births)","","Infant mortality rate is the number of infants dying before reaching one year of age, per 1,000 live births in a given year.","Estimates developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.","Health: Mortality","Annual","Weighted average","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.","Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.","Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Under-five mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Under-five mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions have more significant impacts to this age group. Where female under-five mortality is higher, girls are likely to have less access to resources than boys.","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.DYN.NCOM.ZS,"CC BY-4.0","Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)","","Mortality from CVD, cancer, diabetes or CRD is the percent of 30-year-old-people who would die before their 70th birthday from any of cardiovascular disease, cancer, diabetes,  or chronic respiratory disease, assuming that s/he would experience current mortality rates at every age and s/he would not die from any other cause of death (e.g., injuries or HIV/AIDS).","World Health Organization, Global Health Observatory Data Repository (http://apps.who.int/ghodata/).","Health: Mortality","Annual","Weighted average","","","","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SH.DYN.MORT,"CC BY-4.0","Mortality rate, under-5 (per 1,000 live births)","","Under-five mortality rate is the probability per 1,000 that a newborn baby will die before reaching age five, if subject to age-specific mortality rates of the specified year.","Estimates Developed by the UN Inter-agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division) at www.childmortality.org.","Health: Mortality","Annual","Weighted average","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data.

Estimates of neonatal, infant, and child mortality tend to vary by source and method for a given time and place. Years for available estimates also vary by country, making comparisons across countries and over time difficult. To make neonatal, infant, and child mortality estimates comparable and to ensure consistency across estimates by different agencies, the United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), which comprises the United Nations Children's Fund (UNICEF), the World Health Organization (WHO), the World Bank, the United Nations Population Division, and other universities and research institutes, developed and adopted a statistical method that uses all available information to reconcile differences. The method uses statistical models to obtain a best estimate trend line by fitting a country-specific regression model of mortality rates against their reference dates.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.","Complete vital registration systems are fairly uncommon in developing countries. Thus estimates must be obtained from sample surveys or derived by applying indirect estimation techniques to registration, census, or survey data. Survey data are subject to recall error, and surveys estimating infant/child deaths require large samples because households in which a birth has occurred during a given year cannot ordinarily be preselected for sampling. Indirect estimates rely on model life tables that may be inappropriate for the population concerned. Extrapolations based on outdated surveys may not be reliable for monitoring changes in health status or for comparative analytical work.","Given that data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. Moreover, they are among the indicators most frequently used to compare socioeconomic development across countries. Under-five mortality rates are higher for boys than for girls in countries in which parental gender preferences are insignificant. Under-five mortality captures the effect of gender discrimination better than infant mortality does, as malnutrition and medical interventions have more significant impacts to this age group. Where female under-five mortality is higher, girls are likely to have less access to resources than boys.","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SP.DYN.AMRT.MA,"CC BY-4.0","Mortality rate, adult, male (per 1,000 male adults)","","Adult mortality rate, male, is the probability of dying between the ages of 15 and 60--that is, the probability of a 15-year-old male dying before reaching age 60, if subject to age-specific mortality rates of the specified year between those ages.","(1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) University of California, Berkeley, and Max Planck Institute for Demographic Research. The Human Mortality Database.","Health: Mortality","Annual","Weighted average","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data. Where reliable age-specific mortality data are available, life tables can be constructed from age-specific mortality data, and adult mortality rates can be calculated from life tables.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.","Data from United Nations Population Division's World Populaton Prospects are originally 5-year period data and the presented are linearly interpolated by the World Bank for annual series. Therefore they may not reflect real events as much as observed data.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
SP.DYN.AMRT.FE,"CC BY-4.0","Mortality rate, adult, female (per 1,000 female adults)","","Adult mortality rate, female, is the probability of dying between the ages of 15 and 60--that is, the probability of a 15-year-old female dying before reaching age 60, if subject to age-specific mortality rates of the specified year between those ages.","(1) United Nations Population Division. World Population Prospects: 2019 Revision. (2) University of California, Berkeley, and Max Planck Institute for Demographic Research. The Human Mortality Database.","Health: Mortality","Annual","Weighted average","The main sources of mortality data are vital registration systems and direct or indirect estimates based on sample surveys or censuses. A "complete" vital registration system - covering at least 90 percent of vital events in the population - is the best source of age-specific mortality data. Where reliable age-specific mortality data are available, life tables can be constructed from age-specific mortality data, and adult mortality rates can be calculated from life tables.","Mortality rates for different age groups (infants, children, and adults) and overall mortality indicators (life expectancy at birth or survival to a given age) are important indicators of health status in a country. Because data on the incidence and prevalence of diseases are frequently unavailable, mortality rates are often used to identify vulnerable populations. And they are among the indicators most frequently used to compare socioeconomic development across countries.","Data from United Nations Population Division's World Populaton Prospects are originally 5-year period data and the presented are linearly interpolated by the World Bank for annual series. Therefore they may not reflect real events as much as observed data.","","","https://datacatalog.worldbank.org/public-licenses#cc-by"
